*aHigh 1#high
*rtroactive 1#retroactive
*rturn 1#return
*ruble 15#rouble
*rubles 14#roubles
*rubust 1#robust
?*ruched 1#rushed
*rucial 1#crucial
*ruddlerless 1#rudderless
*ruderless 1#rudderless
*rudsders 1#rudders
*ruing 3#ruin#ruining
*ruinined 1#ruined
*ruinning 1#ruining
?*rul 1#rule
*rulie 1#ruly#rule
*ruliong 1#ruling
*rulled 1#ruled
*rulling 11#ruling
*rulng 5#ruling
*rulrning 1#ruling
*rumopur-based 1#rumour-based
*rumord 2#rumored
*rumourd 1#rumoured
*rumoursu 1#rumours
*rumout 1#rumour
*run-foff 1#run-off
*rund 2#round?
*rundwn 1#rundown
*runmning 1#running
*runn-offs 1#run-offs
*runnner 1#runner
*runnning 14#running
*runours 1#rumours
*rupeea 1#rupees
*rupeees 2#rupees
*rupeeson 1#rupees on
*rupeess 1#rupees
*ruperes 1#rupees
*rupes 9#rupees
*rupese 5#rupees
*rupess 5#rupees
*rupiaha 1#rupiah
*rupiahm 1#rupiah
*rupiats 1#rupiahs
*ruppee 1#rupee
*ruppees 1#rupees
*ruppes 1#rupees
*ruppiah 2#rupiah
*rusging 1#rusting#rushing
*russi 2#Russia
N*russia 8#Russia
*rute 1#route
*ruthlesssly 1#ruthlessly
*ruturned 1#returned
F*ruxelles 1#Bruxelles
*rvealed 1#revealed
*rvenue 1#revenue
*rvenues 1#revenues
*rvised 1#revised
*rvision 1#revision
N*rwanda 1#Rwanda
*rxisting 1#existing
*rytas 16#Rytas
*rythm 2#rhythm
*rythme 2#rhythm
*rythmes 1#rhythms
*rythmn 2#rhythm
*rythms 1#rhythms
*rythym 3#rhythm
*sWorldwide 1#worldwide
*saId 3#said
*saY 1#say
*saaid 3#said
*saame 1#same
*saavy 3#savvy
*saaying 1#saying
*sabatoge 9#sabotage
*sabotoge 1#sabotage
*sachels 1#satchels
*sachs 2#Sachs
N*sacob 1#Sacob
*sacond 1#second
*sacrfices 4#sacrifices
*sacrficing 1#sacrificing
*sacrifical 1#sacrificial
*sacrified 1#sacrificed
*sacriligious 3#sacrilegious
*sacrosant 1#sacrosanct
*sactioning 1#sanctioning
*sactions 3#sanctions
*saddness 1#sadness
*sadi 4#said
*sae 1#save
N*saeed 1#Saeed
*saeen 1#seen
*saels 2#seals
*saem 1#same
*saending 1#sending
*saent 1#sent
*safegaurd 4#safeguard
*safegaurds 1#safeguards
*safeguardiing 1#safeguarding
*safeguarging 1#safeguarding
*safery 1#safety
*safey 1#safety
*safisfactory 1#satisfactory
*safisfy 1#satisfy
*saftey 18#safety
*safty 6#safety
?*sahe 1#said
NE*sahko 1#Sahko
M*sahovnica 1#Sahovnica
*sahre 11#share
*sahreholders 1#shareholders
*sahres 11#shares
*sai 8#said
*saiad 2#said
*saidAkira 1#said Akira
*saidcentral 1#said central
*saidd 1#said
*saide 1#said
*saidh 1#said
*saidin 2#said in
?*saiding 1#siding
*saidit 2#said it
*saidits 1#said its
*saidl 1#said
*saidm 1#said
*saidn 1#said
*saidon 1#said on
*saidrecently 1#said recently
*saids 7#said
*saidt 2#said
*saidthe 8#said the
*saidthey 1#said they
*saif 1#said
*saiid 2#said
*sailes 1#sails
*saince 1#since
*saing 3#saying
*saiod 1#said
C*sais 8#says#sais
*saisd 1#said
*saisfy 1#satisfy
F*sait 3#said#sait
*saiy 1#say
*saiys 2#says
*sakcing 1#sacking
S*sal 12#sal#sale
*salaies 1#salaries
*salaris 9#salaries
*salarly 1#salary
*salaryAfter 1#salary After
*salavaged 5#salvaged
*salay 1#salary
N*salceda 1#Salceda
*sald 3#said#sold
*sale-leaaseback 1#sale-leaseback
*saleas 8#sales
*salem 1#sale
*saleries 1#salaries
*salesfor 1#sales for
*saleswould 1#sales would
NE*salina 1#Salina
*sallest 1#smallest
N*sally 7#Sally
*salmonelosis 1#salmonellosis~Frequency: 0. INcorrect Hapax.~
*salso 1#also
?*saltana 1#sultana
*salughter 2#slaughter
*salwarts 1#stalwarts
*sam 1#same#Sam
NE*sames 5#Sames#same
NE*sames-store 2#Sames-store
*samestore 4#same store
*samll 2#small
*samller 1#smaller
*samonella-free 1#salmonella-free
NE*samper's 1#Samper's
*sampl 1#sample
*samuari 4#samurai
*sanbanks 1#sandbanks
*sancitons 1#sanctions
*sanctioed 1#sanctioned
*sanctons 1#sanctions
*sandles 1#sandals
*sandwichs 1#sandwiches
*sanitatary 2#sanitary
NE*santims 1#santimes
NE*santines 1#santimes
*santioned 1#sanctioned
*santions 2#sanctions
*santitary 1#sanitary
*santitation 1#sanitation
*santize 1#sanitize
*saod 4#said
*saoring 1#soaring
*saparation 1#separation
*sapce 1#space
*sapending 1#spending
*saquare 1#square
*sarawak 1#Sarawak
*sarcophagai 1#sarcophagi
C*sare 2#share#are
*sareholders 1#shareholders
*sares 1#shares
*sasfety 2#safety
*sashsayed 1#sashayed
*sasid 3#said
*sason 1#season
*sastisfaction 1#satisfaction
*sastisfying 1#satisfying
*sataement 1#statement
*satallite 1#satellite
*satations 1#stations
*satatistics 1#statistics
*satbilising 1#stabilising
*satdium 1#stadium
C*sate 8#state#sate
C*sate-owned 1#state-owned
*satelite 16#satellite
*satelites 2#satellites
*satelitte 2#satellite
*satement 4#statement
*satements 2#statements
*sates 1#states
*satiafactory 1#satisfactory
*satifaction 1#satisfaction
*satifactorily 1#satisfactorily
*satifactory 3#satisfactory
*satified 3#satisfied
*satifsfactory 1#satisfactory
*satify 3#satisfy
*sation 4#station
*satisafctory 2#satisfactory
*satisfactoriy 1#satisfactorily
*satisfatory 1#satisfactory
*satisfay 1#satisfy
*satisfcatory 1#satisfactory
*satisfctory 2#satisfactory
*satisfication 1#satisfaction
*satisfield 1#satisfied
*satisifaction 3#satisfaction
*satisifed 13#satisfied
*satisified 39#satisfied
*satisify 3#satisfy
*satistactory 1#satisfactory
*satistfied 1#satisfied
*satisty 1#satisfy
*satisy 3#satisfy
*satobage 1#sabotage
*satrategist 2#strategist
*satrical 1#satirical
*satsfactory 1#satisfactory
*satsiafctory 1#satisfactory
*satsifactory 1#satisfactory
*satsifying 1#satisfying
*satsouma 1#satsuma
*sattelite 6#satellite
*sattellite 1#satellite
*sattement 3#statement
*saud 5#said#Saudi
*saught 6#sought
*saughter 1#slaughter
*sauid 1#said
*saumrai 2#samurai
*saupport 1#support
C*save-haven 1#safe-haven
*saveed 1#saved
C?*savesots 1#savespots#saveslots~Google~
*savethe 1#save the
*savid 1#saved
*savig 1#saving
*savnings 1#savings
*savy 1#savvy#navy
*sawas 1#saw as
*sawe 1#saw#sawed
*sawp 1#swap
*sawps 1#swaps
*saxaphone 5#saxophone
N*saxony 2#Saxony
*saxy 1#say
*sayb 1#say
*sayd 3#said#Sayd
*sayin 1#saying
*sayingthey 1#saying they
*sayng 1#saying
*saysAustralia 1#says Australia
*saysing 1#saying
*sayss 1#says
*sazid 1#said
*sbuscribers 1#subscribers
*scale-PaineWebber 2#scale-Paine Webber
*scallopped 3#scalloped 0
?*scambling 3#scrambling
*scandel 1#scandal
*scandels 1#scandals
*scandlas 1#scandals
*scandle 2#scandal
*scanerio 1#scenario
*scapable 1#capable#escapable
*scapel-assisted 1#scalpel-assisted
*scarlett 1#scarlet
C*scarp 1#scrap
C*scarps 1#scraps
*scarse 4#scarce
*scarve 1#scarf
*scaterred 1#scattered
*scatteed 1#scattered
*scatterd 2#scattered
*scavage 1#scavenge
*scceeding 1#succeeding
*sccrutinized 1#scrutinized
*scedule 1#schedule
*sceduled 1#scheduled
*scemes 1#schemes
*scenairo 3#scenario
*scences 1#scenes
*scenerio 2#scenario
*scenerios 1#scenarios
*scentific 1#scientific
*scepical 1#sceptical
*scepticsm 3#scepticism
*sceptimism 1#scepticism
*sceptiocs 1#sceptics
*sceptism 4#scepticism
*sceret 1#secret
*scetor 2#sector
*schduled 3#scheduled
*sche_mes 1#schemes
*schedeled 1#scheduled
*schedled 1#scheduled
*schedlued 1#scheduled
*schedued 2#scheduled
*schedulaed 1#scheduled
*scheduleto 1#schedule to
*schedulled 1#scheduled
*schedulred 1#scheduled
*scheldued 2#scheduled
*schem_es 3#schemes
*scheudled 1#scheduled
*scheuled 3#scheduled
*schilings 2#schillings
*schilliings 2#schillings
*schillngs 2#schillings
*schitzophrenia 1#schizophrenia
*schllings 2#schillings
*schnaps 1#schnapps
*schokc 1#shock
*scholl 5#school
*scholl-teacher 1#school-teacher
*scholor 1#scholar
*schols 9#schools
*schood 1#school
*schoogirls 2#schoolgirls
*schoolarship 1#scholarship
*schoolchilden 2#schoolchildren
*schoold 1#school#schooled
*schoool 5#school
*schreeching 1#screeching
N*schroeder 2#Schroeder
*scientificially 2#scientifically
*scientifific 1#scientific
*scintilating 2#scintillating
*scired 1#scored
*scited 1#cited
*scolar 1#scholar
*scolred 1#scored#scolded
*scond 3#second
*sconds 1#seconds
*sconrnful 1#scornful
*scools 46#schools
*scoreboardc 2#scoreboard
*scoreda 1#scored
*scoredr 1#scored
*scott 2#scot
*scpores 1#scores
*scpred 1#scored
*scraambling 1#scrambling
*scrable 2#scrabble
C*scrappy 58#scrapie#scrappy
*screaching 3#screeching
*screenn-based 2#screen-based
*scretary-general 1#secretary-general
*scriminations 1#discriminations
*scruitinise 1#scrutinise
*scruitiny 1#scrutiny
*scrumhalfs 1#scrum-halves
*scrunity 1#scrutiny
*scruntiny 1#scrutiny
*scrutinzed 2#scrutinized
*scrutizing 1#scrutinizing
*sction 1#section
*sctor 2#sector
*sctors 1#sectors
*scuh 1#such
*scurrillous 1#scurrilous
*scutinising 1#scrutinising
*scutinize 1#scrutinize
*sdaid 2#said
*sdhipment 1#shipment
*sdome 1#some#dome
*sdtep 1#step
*sea-saw 1#see-saw
*sea-sawed 1#see-sawed
*seabord 3#seaboard
*seach 6#search
*seached 2#searched
*seaches 2#searches
*seaching 3#searching
?*seamens 4#seamens'
*seaon 4#season
*seaonal 1#seasonal
*seaonally 2#seasonally
*seaosn 1#season
*searcing 1#searching
*seargant 1#sergeant
*seargent 1#sergeant
*searh 1#search
*seasame 1#sesame
*seasawing 2#seesawing
*seasion 1#season
*seasn 3#season
*seaso 2#season
*seasoal 1#seasonal
*seasonaladjustment 2#seasonal adjustment
*seasonalisty 1#seasonality
*seasonall-weak 1#seasonal-weak
*seasonallity 1#seasonality
*seasonallly 1#seasonally
*seasonally-adjuested 1#seasonally-adjusted
*seasonaly 3#seasonly
*seasonel 3#seasonal
*seasonl 1#seasonal
*seasos 1#seasons
*seassions 1#sessions
*seasures 1#seizures
*seback 1#setback
N*sebastopol 1#Sebastopol
*sebnior 1#senior
*seboard 1#seaboard
*seccesionist 1#secessionist
*seccession 6#secession
*seccessionist 15#secessionist
*seccessionists 2#secessionists
*seccessionst 1#secessionist
*seccessor 1#successor
*seceede 1#secede
*secenario 1#scenario
*seceretary 1#secretary
*seceretary-general 3#secretary-general
C*secessionist-racked 1#secessionist-wracked~Google~
*secessionst 21#secessionist
*secessionst-racked 11#secessionist-wracked
*secesssion 2#secession
*secheduled 3#scheduled
*secind 1#second
*secio-economic 1#socio-economic
*secion 1#section
*secirity 1#security
*secnd 1#second
*secndary 1#secondary
*secobdary 1#secondary
*seconary 2#secondary
*seconbd 1#second
*seconday 2#secondary
*secondery 1#secondary
*secong 1#second
*seconodary 1#secondary
*seconsd 1#seconds
*secopnd 1#second
*secoring 1#scoring
*secorts 2#sectors
*secotor 1#sector
*secound 3#second
*secreary 1#secretary
*secreatary 1#secretary
*secreatry 2#secretary
*secreatry-general 1#secretary-general
*secrect 1#secret
*secrerary 1#secretary
*secretar 1#secretary
*secretary-genera 2#secretary-general
*secretaryt-general 1#secretary-general
*secretay 1#secretary
*secretery 2#secretary
*secretery-general 1#secretary-general
*secretory 1#secretary
*secretrarial 1#secretarial
*secretrary 1#secretary
*secretray 2#secretary
*secretray-general 1#secretary-general
*secretry 1#secretary
*secrety 1#secretly
*secrurities 1#securities
*secrutiies 1#securities
*sectacular 2#spectacular
*secteray-general 1#secretary-general
*sectior 1#sector
*sectirs 1#sectors
*secto 1#sector
*secton 1#sector
*sectret 1#secret
*sectretary 2#secretary
*sectros 1#sectors
*secuarity 1#security
*secuirty 2#security
*secuity 2#security
*seculative 2#speculative
*seculsion 1#seclusion
*secumb 1#succumb
*secundary 1#secondary
*securiies 1#securities
*securiites 4#securities
*securitaization 1#securitization
*securiteis 2#securities
*securites 37#securities
*securithy 1#security
*securitieslitigation 1#securities litigation
*securitiesnil 2#securities nil
*securitiies 1#securities
*securitisiation 1#securitisation
*securitistion 1#securitisation
*securitites 3#securities
*securitities 1#securities
*securitiy 2#security
*security-GCC 2#security GCC
*securiy 1#security
*securizations 1#securitizations
*securred 1#secured
*securties 6#securities
*securtities 3#securities
*securtiy 1#security
*securtized 1#securitized
*securty 2#security
*secutiry 4#security
*secutities 3#securities
*secxual 1#sexual
*secyor 1#sector
*sedementary 2#sedimentary
*sedimention 1#sedimentation
*seeat 1#seat
*seedles 1#seedless
*seeed 2#seeded#seemed
*seeeing 1#seeing
*seeeking 2#seeking
*seeem 1#seem
*seeemed 4#seemed
*seeemingly 1#seemingly
*seeems 2#seems
*seeen 1#seen
*seeif 1#see if
*seein 1#seeing
*seeked 1#sought
*seel 4#sell#see
*seeling 1#selling#ceiling
*seelling 1#selling
*seemd 4#seemed
*seemeed 2#seemed
*seemes 1#seems
*seeminly 1#seemingly
*seemless 4#seamless
*seemlessly 1#seamlessly
*seeng 1#seen#seeing
*seens 7#seen#sees#seems
*seeral 2#several
*seering 1#searing
*seesion 3#session
*seesk 1#seeks
*seevn 1#seen
*segement 6#segment
*segements 3#segments
*segent 1#segment
*segmants 1#segments
*segmemnts 1#segments
*segragation 1#segregation
*segregationg 1#segregation
*seiconductor 1#semiconductor
*seidmic 1#seismic
*seies 1#series
*seige 39#siege
*seigniorage 4#seignorage
*Con_seil 1#Conseil
*seimological 1#seismological
*seing 4#seeing
*seior 1#senior
*seire 1#series
*seires 1#series
*seised 2#seized
*seisimic 2#seismic
*seismec 1#seismic
*sekers 1#seekers
*seking 1#seeking
*sel-dicipline 1#self-discipline
*seld-imposed 1#self-imposed
*seleced 1#selected
*seleceted 1#selected
*selelctive 1#selective
*seletion 1#selection
*self-adressed 1#self-addressed
*self-annoited 1#self-anointed 0
*self-asessment 1#self-assessment
*self-committment 1#self-commitment
*self-descructive 1#self-destructive
*self-disciplince 1#self-discipline
*self-emnployed 1#self-employed
*self-imporovement 1#self-improvement
*self-sevice 1#self-service
*self-sufficent 3#self-sufficient
*self-sufficncy 2#self-sufficiency
*self-suficiency 1#self-sufficiency
*self-syled 2#self-styled
*selflessnes 1#selflessness
*seliing 1#selling
*seling 8#selling
*sellig 2#selling
*sellinng 1#selling
*selllers 1#sellers
*sellling 13#selling
*sellng 4#selling
*seman 1#semen
*semblence 2#semblance
*semed 2#seemed
*semfiinals 1#semifinals
*semfinal 2#semifinal
*semgment 1#segment
*semi-anually 6#semi-annually
*semi-autmatic 1#semi-automatic
*semi-autnomous 1#semi-autonomous
*semi-autonmous 2#semi-autonomous
*semi-manufatured 1#semi-manufactured
*semi-respectibility 1#semi-respectability
*semiannuall 1#semiannually
*semicondcutors 1#semiconductors
*semicondictors 1#semiconductors
*semicondiuctor 1#semiconductor
*semicondoctor 6#semiconductor
*semiconducor 2#semiconductor
*semiconducors 1#semiconductors
*semiconducter 9#semiconductor
*semiconducters 7#semiconductors
*semicondutor 4#semiconductor
*semicondutors 3#semiconductors
*semifnals 3#semifinals
*semilar 2#similar
*seminconductor 5#semiconductor
*semior 1#senior
*semms 1#seems
*sems 2#seems
A*sen 9#seen
*senario 6#scenario
*senarios 1#scenarios
*sence 1#sense
*sene 1#seen
*senen 1#seven
*senimar 1#seminar
*seniment 1#sentiment
*seniormost 2#senior most
*seniro 1#senior
*senistive 2#sensitive
*senitment 5#sentiment
*senkior 1#senior
*senoir 1#senior
*sensble 1#sensible
*sensetive 3#sensitive
N*sensex 87#Sensex
*sensib 1#sensible
*sensibibly 1#sensibly
*sensibile 2#sensible
*sensibilites 2#sensibilities
*sensisble 2#sensible
*sensistive 6#sensitive
*sensitivies 4#sensitivities
*sensitivty 1#sensitivity
*sensitve 2#sensitive
*sensivity 2#sensitivity
*senss 1#sense
*senstional 1#sensational
*senstitivity 1#sensitivity
*senstive 6#sensitive
*sentaor's 1#senator's
*sentate 1#senate
*senteces 1#sentences
*sentimen 2#sentiment
*sentiment-drivened 1#sentiment-driven
*sentimentS 1#sentiments
*sentitive 1#sensitive
*sentment 2#sentiment
*sentneced 1#sentenced
*sentorders 1#sent orders
*sentors 1#senators
*seocnd 1#second
*seocnd-largest 1#second-largest
*seometime 1#sometime
*seoncd 1#second
*seond 3#second
V*separater 1#separator
*separaton 1#separation
*separete 1#separate
*separtation 1#separation
*separtely 1#separately
*separtist 4#separatist
*sepatate 1#separate
*sepcial 2#special
*sepcialties 1#specialties
*sepcific 1#specific
*sepculate 1#speculate
*sepculation 2#speculation
*sepeculation 1#speculation
*seperate 82#separate
*seperated 4#separated
*seperately 41#separately
*seperating 5#separating
*seperation 6#separation
*seperatist 7#separatist
*sepnt 1#spent
*sepparately 1#separately
*seprate 4#separate
*sequal 2#sequel
*sequency 1#sequence
*serach 7#search
*sercret 1#secret
*sercurities 2#securities
*serdvices 1#services
*seres 1#series
*seretary 1#secretary
*serevice 2#service
*sergent 1#sergeant
*serice 3#service
*serices 3#services
*serieal 1#serial
*serioius 2#serious
*serions 1#serious
*serios 1#serious
*seriosly 1#seriously
*seriosuly 2#seriously
*serioulsy 1#seriously
*seriouosly 1#seriously
*seriouslu 1#seriously
*seriousnesss 1#seriousness
*seriousy 1#seriously
*seris 2#series
*serisously 1#seriously
*seriuosly 1#seriously
*serivce 4#service
*serivces 5#services
*serive 1#service
*serives 1#services
*serivice 1#service
*serivices 1#services
*seroius 1#serious
*serous 1#serious
*serurities 1#securities
*servce 4#service
*servces 3#services
*servcice 1#service
*servcies 7#services
*serveing 1#serving
*servents 2#servants
*server-mangement 1#server-management
*serveral 16#several
*serverance 2#severance
*servere 1#severe
*serverely 1#severely
*servey 1#survey
*servic 5#service
*serviceS 1#services
*servicfor 1#service for
*servics 1#services
*serviecs 1#services
*servied 1#serviced
*serviemen 1#servicemen
*servier 1#server
C*servies 12#services#series
*servis 2#serves
*servises 1#services
*servivces 1#services
*servive 3#service
*servives 2#services
*sesaonally 1#seasonally
*sescurity 1#security
*sesion 5#session
*sesison 3#session
*seson 1#season
*sesonal 1#seasonal
*sesonally 1#seasonally
*sess 4#sees
*sessiion 1#session
*sessioin 1#session
*sessionist 2#secessionist
*sessionm 1#sessions
*sessios 1#sessions
*sessison 1#session
*sesson 4#session
*sessons 1#sessions
*sesssion 15#session
*sesssion's 1#session's
*setabck 1#setback
*setady 1#steady
*setas 1#seats
*setaside 2#set aside
*setellite 1#satellite
*setencing 1#sentencing
L*setentiae 2#sententiae~Google: There is such a thing called latae setentiae excommunication (I hope I spelled it right) in which a person excommunicates his or herself simply by doing a ...~
NE*sethi 1#Sethi
*setimate 1#estimate
*setiment 2#sentiment
*seting 2#setting
*setled 1#settled
*setlement 2#settlement
*setlements 3#settlements
*setor 1#sector
*setors 1#sectors
*sett 1#set
*settelment 2#settlement
*settelments 2#settlements
*settement 3#settlement
*settements 1#settlements
*settinG 1#setting
*settl 2#settle
SP*settle-ment 1#settlement
*settleement 1#settlement
*settleing 1#settling
*settlememt 1#settlement
*settlemet 1#settlement
*settlemnts 1#settlements
*settlemsts 1#settlements
*settlewent 1#settlement
*settllement 2#settlement
*settlment 21#settlement
*settlments 1#settlements
*setts 1#sets
*setttle 1#settle
*setttlement 4#settlement
*setttlements 2#settlements
*seucirites 1#securities
N*seumawe 9#Seumawe
*sevants 1#servants
*sevearl 1#several
*sevent 2#seven
*seventn 1#seventh
*severa 1#several
*severalcountries 1#several countries
*severence 11#severance
*severences 1#severances
*severl 1#several
*severly 36#severely
NE*severn 1#Severn
*sevice 7#service
*sevicemen 1#servicemen
*sevices 14#services
*sevicing 1#servicing
*sevral 1#several
*sevre 1#severe
*sevreal 1#several
*sevrices 1#services
*sewaters 1#sweaters
*sexullay 1#sexually
*seys 2#says
*sezied 2#seized
*sfortfalls 1#shortfalls
*sgning 1#signing
?*shad 1#shade
*shadown 1#shadow
*shae 2#share
*shaees 1#shares
*shaeholders 2#shareholders
*shaerholder 1#shareholder
*shaers 2#shares
*shaes 5#shares
*shaked 1#shaken
NE*shakels 1#shekels
*shal 2#shall
*shanghai 1#Shanghai
*shapre 1#share#shape
*shaprly 1#sharply
*shar 6#share
N*shara 1#Shara
*share-issung 1#share-issuing
*share.m 1#share .m
*shareNA 1#share NA
*sharea 1#share a
*sharebefore 1#share before
*sharedholders 1#shareholders
*shareeholders 1#shareholders
*sharees 1#shares
*shareheld 1#share held
*sharehholders 1#shareholders
*sharehlder 2#shareholder
*sharehlders 4#shareholders
*sharehlding 1#shareholding
*sharehoders 1#shareholders
*sharehodler 1#shareholder
*sharehodlers 5#shareholders
*sharehoholders 2#shareholders
*shareholderd 1#shareholders
*shareholderes 1#shareholders
*shareholderings 1#shareholdings
*shareholders'funds 1#shareholders' funds
*shareholders's 3#shareholders'
*shareholdert 1#shareholders
*shareholdes 5#shareholders
*shareholdidng 1#shareholding
*shareholdig 2#shareholding
*shareholdres 1#shareholders
*shareholdrs 1#shareholders
*shareholeders 1#shareholers
*shareholer 1#shareholder
*shareholers 5#shareholders
*shareissue 1#share issue
*sharelholders 1#shareholders
*shareolder 1#shareholder
*shareolding 1#shareholding
*shareotal 1#share total
*shareout 8#share out
*sharerholder 3#shareholder
*sharesa 1#shares
*sharese 1#shares
*sharesholder 2#shareholder
*sharesholders 10#shareholders
*sharesin 1#shares in
*sharesissues 1#shares issues
*sharesnil 1#shares nil
*sharesp 1#shares
*sharesrepurchased 1#shares repurchased
*sharess 4#shares
*sharewere 1#share were
*sharheolder 3#sharholder
*sharheolders 3#sharholders
*sharholder 4#shareholder
*sharholders 14#shareholders
*sharholding 1#shareholding
*sharig 1#sharing
*sharlply 2#sharply
*sharly 2#sharply
*sharped 1#sharpened
*sharpnel 1#shrapnel
*sharpy 1#sharply
*sharreholders 1#shareholders
*shars 9#shares
*sharse 1#shares
*shartage 1#shortage
*shat 1#shaft
*shawal 1#shawl
*shcedule 1#schedule
*shceduled 4#scheduled
*shceme 1#scheme
*shcool 2#school
*shcools 2#schools
*sheaper 1#cheaper
*sheapmeat 1#sheepmeat
?*shedded 2#shed
*sheding 4#shedding
*shedule 2#schedule
*sheduled 21#scheduled
*sheear 1#shear
*sheeps 1#sheep
*sheik 1#sheikh
*shekes 1#shekels
*shekkel 4#shekel
*shekles 6#shekels
*sheld 1#held#shield
*sheme 6#scheme
*shemes 5#schemes
*shen 1#when
*shennanigans 2#shenanigans
*sheparding 1#shepherding
*shere 1#share#here#shear
*sherholders 1#shareholders
*shestill 1#she still
*shevles 1#shelves
*shfit 1#shift
*shgares 2#shares
*shgould 1#should
*shhotings 1#shootings
*shhould 1#should
NE*shi 1#Shi
*shibuilding 2#shipbuilding
*shif 1#shift
*shifs 2#shifts
*shiling 3#shilling
*shilliing 1#shilling
*shilllings 2#shillings
*shiments 2#shipments
V*shinesun 1#sunshine
NE*shinkin 57#Shinkin
NE*shinkins 1#Shinkins
*shinny 1#shiny
*shipayard 1#shipyard
*shipbulding 1#shipbuilding
*shipbulider 1#shipbuilder
*shipd 1#ship
*shipers 1#shippers
*shiping 1#shipping
NE*shipmair 1#Shipmair
*shipmeent 1#shipment
*shipmenmt 1#shipment
*shipmentsNov 1#shipments Nov
*shipmnet 1#shipment
*shiponwers 1#shipowners
*shipowers 1#shipowners
*shipownwers 1#shipowners
*shippin 4#shipping
*shippment 3#shipment
*shippping 1#shipping
*shipubilding 1#shipbuilding
*shipyeards 1#shipyards
*shoares 1#shares
*shoftfall 1#shortfall
*shold 5#should
*sholder 1#shoulder
*sholders 1#shoulders
*sholly-owned 1#wholly-owned
*shool 4#school
*shools 12#schools
*shoooting 1#shooting
*shooout 1#shootout
*shootng 1#shooting
*shope 1#shop
*shopes 2#shops
*shoping 1#shopping
*shopkeer 1#shopkeeper
*shoppper 1#shopper
*shopppers 1#shoppers
*shoppping 2#shopping
*shor-tlived 1#short-lived
*shorages 1#shortages
*shoratge 2#shortage
*shoratges 1#shortages
*shorcovering 1#shortcovering
C*shoreholders 4#shareholders
*shorfall 3#shortfall
*shorfalls 3#shortfalls
*shorftall 3#shortfall
*shorlisted 1#shortlisted
*shorltist 1#shortliste
*shorltlisted 1#shortlisted
*short-ated 1#short-rated
*short-lifed 1#short-lived
*short-sellling 1#short-selling
*short-tem 1#short-term
*shortcvoering 1#shortcovering
*shortend 3#shortened
*shorterm 1#shortterm
*shorters 1#shorter
*shortfal 1#shortfall
*shortgae 1#shortage
*shortge 1#shortage
*shorther 1#shorter
*shortrly 1#shortly
*shotage 1#shortage
*shoter-term 1#shorter-term
*shoud 11#should
*shoudd 1#should
*shoudler 1#shoulder
*shoudlnt 1#shouldn't
*shoudn't 1#shouldn't
*shoul 2#should
*shoulD 1#should
*should't 1#shouldn't
*shouldbenefit 1#should benefit
*shouldnt 2#shouldn't
*shoulds 2#should
*shouls 1#shoals
*shouold 1#should
*showd 3#showed
*showdwon 1#showdown
*showen 1#shown
*showes 1#shows
*showm 1#shown
*shownd 1#shown
*shpecialists 1#specialists
*shpping 1#shipping
*shrare 1#share
*shre 16#share
*shread 1#shred
*shreaded 5#shredded
*shreder 1#shredder
*shreholders 2#shareholders
*shreholdings 1#shareholdings
*shres 5#shares
*shrholders 7#shareholders
*shrivalled 1#shrivelled
A*shrloss 1#shareloss
*shrot 2#short
*shrply 1#sharply
A*shrprofit 1#shareprofit
A*shrse 1#shrs#shares
*shruged 1#shrugged
*shrugg 1#shrug
*shruggged 1#shrugged
*shruggiing 1#shrugging
*shruggs 3#shrugs
*shruging 1#shrugging
*shsares 1#shares
*shtick 1#stick
*shugged 2#shrugged
*shuold 1#should
*shurgged 3#shrugged
*shutes 1#chutes
*shutfown 1#shutdown
*shutodown 1#shutdown
*shyed 1#shied
*shys 1#shies
*A_sia 1#Asia
*siad 32#said
*sialnd 1#island
*sible 1#respon_sible
*sice 2#since
*sich 1#such
*sicknesss 1#sickness
*sicknesws 1#sickness
*sid 33#said#side?
*sidElined 2#sidelined
*siddelines 2#sidelines
*sidehave 1#side have
*sideing 1#siding
*sidelinde 1#sidelined
*sidelinining 2#sidelining
*sider 3#side
*sids 1#sides
*sidways 2#sideways
*sie 2#site
*siedlined 1#sidelined
*sientific 1#scientific
*siesmic 2#seismic
*sieze 10#seize
*siezed 23#seized
*siezing 1#seizing
*siezures 1#seizures
*sigalling 1#signalling
*sigbs 1#signs
C*sige 3#siege#F*siege
*sigend 1#signed
*sighificant 2#significant
*sigificant 6#significant
*siginficant 1#significant
*siginficantly 5#significantly
*siging 1#signing
*siginifcant 1#significant
*siginificance 1#significance
*siginificant 6#significant
*siginificantly 2#significantly
*sigle 1#single
*signall 1#signal
*signficance 17#significance
*signficant 100#significant
*signficantly 51#significantly
*signficiant 2#significant
*signficicant 1#significant
*signicant 3#significant
*signicantly 1#significantly
*signifance 1#significance
*signifanct 1#significant
*signifanctly 1#significantly
*signifant 1#significant
*signifantly 2#significantly
*signifcant 18#significant
*signifcantly 9#significantly
*signifciant 1#significant
*signifcicant 1#significant
*signifiantly 1#significantly
*significamtly 1#significantly
*significan 1#significant
*significane 1#significance
*significanlty 1#significantly
*significanly 3#significantly
*significannt 1#significant
*significanntly 1#significantly
*significantl 1#significantly
*significanty 1#significantly
*significatly 1#significantly
*significatnly 1#significantly
*significdant 2#significant
*significent 1#significant
*significiant 2#significant
*significiantly 1#significantly
*significnant 1#significant
